"index: Ascending","Average scoreMe","Average writeError"
0,0,0
1,0,0
2,0,0
3,0,0
4,0,0
5,0,0
6,0,0
7,0,0
8,0,0
9,0,0
10,"0.002206488715277778","2.5e-7"
11,"0.002096896701388889","2.5e-7"
12,"0.0021180555555555553","2.5e-7"
13,"0.0018549262152777778","2.5e-7"
14,"0.0022596571180555553","2.5e-7"
15,"0.0017659505208333333","2.5e-7"
16,"0.0014127604166666668","2.5e-7"
17,"0.0019243706597222223","2.5e-7"
18,"0.0018885633680555554","2.5e-7"
19,"0.0020068359374999997","2.5e-7"
20,"0.003009440104166667","5e-7"
21,"0.0055653211805555556","5e-7"
22,"0.007393663194444445","5e-7"
23,"0.006081271701388889","5e-7"
24,"0.0054855685763888894","5e-7"
25,"0.004749348958333333","5e-7"
26,"0.006402994791666667","5e-7"
27,"0.006393771701388889","5e-7"
28,"0.005379231770833333","5e-7"
29,"0.0054833984375","5e-7"
30,"0.007859157986111111","7.5e-7"
31,"0.008317599826388888","7.5e-7"
32,"0.00837185329861111","7.5e-7"
33,"0.008207465277777777","7.5e-7"
34,"0.007704535590277778","7.5e-7"
35,"0.00830078125","7.5e-7"
36,"0.0076253255208333336","7.5e-7"
37,"0.0036539713541666667","7.5e-7"
38,"0.0035709635416666663","7.5e-7"
39,"0.004537217881944444","7.5e-7"
40,"0.004708116319444444","0.000001"
41,"0.004384223090277778","0.000001"
42,"0.004954427083333333","0.000001"
43,"0.004575737847222222","0.000001"
44,"0.005180121527777777","0.000001"
45,"0.0053092447916666665","0.000001"
46,"0.0050634765625000005","0.000001"
47,"0.0051953125","0.000001"
48,"0.004685872395833333","0.000001"
49,"0.0049972873263888894","0.000001"
50,"0.006119791666666667","0.00000125"
51,"0.006742621527777778","0.00000125"
52,"0.006500651041666666","0.00000125"
53,"0.006357964409722222","0.00000125"
54,"0.006664496527777777","0.00000125"
55,"0.006280924479166667","0.00000125"
56,"0.006564670138888889","0.00000125"
57,"0.005955403645833333","0.00000125"
58,"0.006646592881944444","0.00000125"
59,"0.006550564236111111","0.00000125"
60,"0.007150065104166667","0.0000015"
61,"0.007248263888888889","0.0000015"
62,"0.008183593749999999","0.0000015"
63,"0.007862413194444445","0.0000015"
64,"0.007617730034722222","0.0000015"
65,"0.007667643229166667","0.0000015"
66,"0.006839735243055556","0.0000015"
67,"0.007840711805555555","0.0000015"
68,"0.007676866319444444","0.0000015"
69,"0.007217339409722222","0.0000015"
70,"0.008273111979166668","0.00000175"
71,"0.008969184027777778","0.00000175"
72,"0.007482638888888889","0.00000175"
73,"0.008109266493055555","0.00000175"
74,"0.007649739583333334","0.00000175"
75,"0.0066248914930555555","0.00000175"
76,"0.007963324652777777","0.00000175"
77,"0.0075032552083333336","0.00000175"
78,"0.007325846354166667","0.00000175"
79,"0.007069227430555556","0.00000175"
80,"0.008290473090277778","0.000002"
81,"0.008503689236111112","0.000002"
82,"0.008578016493055556","0.000002"
83,"0.007798936631944444","0.000002"
84,"0.007976888020833333","0.000002"
85,"0.008025716145833334","0.000002"
86,"0.009858398437499999","0.000002"
87,"0.00844997829861111","0.000002"
88,"0.009047309027777777","0.000002"
89,"0.009310438368055556","0.000002"
90,"0.009826931423611112","0.00000225"
91,"0.009333224826388889","0.00000225"
92,"0.010195855034722222","0.00000225"
93,"0.010266384548611111","0.00000225"
94,"0.009655490451388889","0.00000225"
95,"0.010572374131944444","0.00000225"
96,"0.009960937500000001","0.00000225"
97,"0.010021701388888889","0.00000225"
98,"0.009840494791666666","0.00000225"
99,"0.011769205729166666","0.00000225"
100,"0.0128271484375","0.0000025"
101,"0.011353624131944445","0.0000025"
102,"0.01298828125","0.0000025"
103,"0.012567274305555556","0.0000025"
104,"0.011944986979166667","0.0000025"
105,"0.012027994791666666","0.0000025"
106,"0.01292263454861111","0.0000025"
107,"0.011283094618055555","0.0000025"
108,"0.010997178819444444","0.0000025"
109,"0.011792534722222222","0.0000025"
110,"0.012330186631944445","0.00000275"
111,"0.011323242187499999","0.00000275"
112,"0.010929361979166666","0.00000275"
113,"0.010661892361111112","0.00000275"
114,"0.011529405381944444","0.00000275"
115,"0.011519639756944445","0.00000275"
116,"0.01095703125","0.00000275"
117,"0.011134982638888888","0.00000275"
118,"0.0111962890625","0.00000275"
119,"0.009335394965277778","0.00000275"
120,"0.009535590277777777","0.000003"
121,"0.009289279513888889","0.000003"
122,"0.00904079861111111","0.000003"
123,"0.009777018229166667","0.000003"
124,"0.01010036892361111","0.000003"
125,"0.009912109375","0.000003"
126,"0.010213758680555556","0.000003"
127,"0.01131564670138889","0.000003"
128,"0.010113932291666667","0.000003"
129,"0.010282118055555556","0.000003"
130,"0.01086642795138889","0.00000325"
131,"0.012061631944444444","0.00000325"
132,"0.011233723958333334","0.00000325"
133,"0.010686848958333333","0.00000325"
134,"0.010658094618055555","0.00000325"
135,"0.011117621527777777","0.00000325"
136,"0.011189778645833334","0.00000325"
137,"0.010418836805555555","0.00000325"
138,"0.01062228732638889","0.00000325"
139,"0.010646701388888888","0.00000325"
140,"0.012123480902777779","0.0000035"
141,"0.012219509548611111","0.0000035"
142,"0.011371527777777779","0.0000035"
143,"0.012946506076388888","0.0000035"
144,"0.011948784722222223","0.0000035"
145,"0.011336805555555555","0.0000035"
146,"0.012772894965277778","0.0000035"
147,"0.012150065104166666","0.0000035"
148,"0.012101236979166666","0.0000035"
149,"0.012420247395833334","0.0000035"
150,"0.012820095486111112","0.00000375"
151,"0.013220486111111112","0.00000375"
152,"0.012350802951388889","0.00000375"
153,"0.011769205729166666","0.00000375"
154,"0.012619357638888891","0.00000375"
155,"0.013370225694444444","0.00000375"
156,"0.013079427083333333","0.00000375"
157,"0.014546983506944444","0.00000375"
158,"0.013714192708333333","0.00000375"
159,"0.0123974609375","0.00000375"
160,"0.013993055555555554","0.000004"
161,"0.014092339409722224","0.000004"
162,"0.01377658420138889","0.000004"
163,"0.014560546875","0.000004"
164,"0.015184461805555556","0.000004"
165,"0.014373914930555556","0.000004"
166,"0.015574001736111112","0.000004"
167,"0.016211480034722222","0.000004"
168,"0.015401475694444444","0.000004"
169,"0.016319444444444445","0.000004"
170,"0.016453450520833333","0.00000425"
171,"0.01700358072916667","0.00000425"
172,"0.017093098958333334","0.00000425"
173,"0.016225043402777778","0.00000425"
174,"0.016312391493055557","0.00000425"
175,"0.015473090277777777","0.00000425"
176,"0.01577907986111111","0.00000425"
177,"0.017263997395833335","0.00000425"
178,"0.017518446180555557","0.00000425"
179,"0.01578396267361111","0.00000425"
180,"0.016125217013888887","0.0000045"
181,"0.016086697048611112","0.0000045"
182,"0.015962456597222223","0.0000045"
183,"0.016836480034722223","0.0000045"
184,"0.01667534722222222","0.0000045"
185,"0.017103407118055556","0.0000045"
186,"0.016868489583333333","0.0000045"
187,"0.016363389756944444","0.0000045"
