"index: Ascending","Average scoreMe","Average readError"
182,"0.0009543185763888889","0.0000045"
183,"0.0006542968749999999","0.0000045"
184,"0.0012022569444444444","0.0000045"
185,"0.0012993706597222224","0.0000045"
186,"0.0008436414930555556","0.0000045"
187,"0.0007476128472222222","0.0000045"
188,"0.0015125868055555556","0.0000045"
189,"0.0006998697916666667","0.0000045"
190,"0.0016617838541666667","0.00000475"
191,"0.0008528645833333333","0.00000475"
192,"0.0005598958333333334","0.00000475"
193,"0.0014773220486111111","0.00000475"
194,"0.0012934027777777779","0.00000475"
195,"0.0008620876736111111","0.00000475"
196,"0.0013178168402777778","0.00000475"
197,"0.0010291883680555555","0.00000475"
198,"0.0005902777777777778","0.00000475"
199,"0.0009076605902777778","0.00000475"
200,"0.0010970052083333335","0.000005"
201,"0.0010319010416666666","0.000005"
202,"0.0009516059027777778","0.000005"
203,"0.0009554036458333333","0.000005"
204,"0.0008512369791666666","0.000005"
205,"0.0009890407986111111","0.000005"
206,"0.0012527126736111111","0.000005"
207,"0.0009901258680555555","0.000005"
208,"0.0008100043402777778","0.000005"
209,"0.0009993489583333334","0.000005"
210,"0.0011789279513888889","0.00000525"
211,"0.0011029730902777778","0.00000525"
212,"0.0009548611111111111","0.00000525"
213,"0.0009586588541666667","0.00000525"
214,"0.0011192491319444444","0.00000525"
215,"0.0010649956597222222","0.00000525"
216,"0.0008648003472222223","0.00000525"
217,"0.0010677083333333333","0.00000525"
218,"0.0008414713541666667","0.00000525"
219,"0.0009711371527777778","0.00000525"
220,"0.0010438368055555557","0.0000055"
221,"0.0008761935763888888","0.0000055"
222,"0.0010009765625","0.0000055"
223,"0.0010899522569444444","0.0000055"
224,"0.0008599175347222222","0.0000055"
225,"0.001277126736111111","0.0000055"
226,"0.0009087456597222222","0.0000055"
227,"0.0009309895833333334","0.0000055"
228,"0.0010774739583333333","0.0000055"
229,"0.0010828993055555555","0.0000055"
230,"0.0011821831597222223","0.00000575"
231,"0.0012434895833333334","0.00000575"
232,"0.0008951822916666667","0.00000575"
233,"0.0013807508680555556","0.00000575"
234,"0.001550564236111111","0.00000575"
235,"0.0011002604166666667","0.00000575"
236,"0.0008496093749999999","0.00000575"
237,"0.0011094835069444444","0.00000575"
238,"0.0007004123263888889","0.00000575"
239,"0.0009147135416666668","0.00000575"
240,"0.0008653428819444444","0.000006"
241,"0.0007834201388888888","0.000006"
242,"0.0014198133680555555","0.000006"
243,"0.0013069661458333334","0.000006"
244,"0.0011697048611111112","0.000006"
245,"0.0009575737847222223","0.000006"
246,"0.0008251953125","0.000006"
247,"0.0009640842013888889","0.000006"
248,"0.0009396701388888889","0.000006"
249,"0.0010530598958333334","0.000006"
250,"0.0008935546875","0.00000625"
251,"0.0010123697916666666","0.00000625"
252,"0.0009619140625","0.00000625"
253,"0.001089409722222222","0.00000625"
254,"0.0008978949652777778","0.00000625"
255,"0.001013454861111111","0.00000625"
256,"0.0011518012152777778","0.00000625"
257,"0.0023117404513888886","0.00000625"
258,"0.000947265625","0.00000625"
259,"0.0011713324652777779","0.00000625"
260,"0.0011197916666666665","0.0000065"
261,"0.000925021701388889","0.0000065"
262,"0.002215711805555556","0.0000065"
263,"0.0010319010416666666","0.0000065"
264,"0.0013183593749999999","0.0000065"
265,"0.0009847005208333333","0.0000065"
266,"0.0010096571180555555","0.0000065"
267,"0.0020350477430555554","0.0000065"
268,"0.002497287326388889","0.0000065"
269,"0.0009695095486111111","0.0000065"
270,"0.0012581380208333333","0.00000675"
271,"0.0014805772569444443","0.00000675"
272,"0.0010243055555555556","0.00000675"
273,"0.0010649956597222222","0.00000675"
274,"0.0009868706597222223","0.00000675"
275,"0.001340060763888889","0.00000675"
276,"0.0013487413194444445","0.00000675"
277,"0.0015098741319444445","0.00000675"
278,"0.0007807074652777777","0.00000675"
279,"0.001052517361111111","0.00000675"
280,"0.0013134765625","0.000007"
281,"0.0012977430555555555","0.000007"
282,"0.0009662543402777777","0.000007"
283,"0.0009239366319444445","0.000007"
284,"0.0015456814236111112","0.000007"
285,"0.0011577690972222221","0.000007"
286,"0.0014133029513888889","0.000007"
287,"0.00150390625","0.000007"
288,"0.0019623480902777775","0.000007"
289,"0.0012196180555555556","0.000007"
290,"0.0012483723958333333","0.00000725"
291,"0.0017431640625000001","0.00000725"
292,"0.0016541883680555557","0.00000725"
293,"0.0010454644097222222","0.00000725"
294,"0.0016194661458333332","0.00000725"
295,"0.00126953125","0.00000725"
296,"0.0014420572916666668","0.00000725"
297,"0.0008170572916666667","0.00000725"
298,"0.0010096571180555555","0.00000725"
299,"0.0009532335069444444","0.00000725"
300,"0.001566840277777778","0.0000075"
301,"0.0014436848958333333","0.0000075"
302,"0.0013932291666666665","0.0000075"
303,"0.0018126085069444444","0.0000075"
304,"0.0016118706597222222","0.0000075"
305,"0.0016574435763888889","0.0000075"
306,"0.0018136935763888888","0.0000075"
307,"0.0014062500000000002","0.0000075"
308,"0.0023475477430555556","0.0000075"
309,"0.002320963541666667","0.0000075"
310,"0.0020355902777777777","0.00000775"
311,"0.0016048177083333335","0.00000775"
312,"0.0013774956597222222","0.00000775"
313,"0.0011637369791666667","0.00000775"
314,"0.0012055121527777778","0.00000775"
315,"0.0014241536458333335","0.00000775"
316,"0.001577690972222222","0.00000775"
317,"0.0012358940972222222","0.00000775"
318,"0.0012494574652777777","0.00000775"
319,"0.0011615668402777776","0.00000775"
320,"0.0014496527777777778","0.000008"
321,"0.0011642795138888887","0.000008"
322,"0.0010107421875","0.000008"
323,"0.0009342447916666667","0.000008"
324,"0.0010362413194444444","0.000008"
325,"0.001267361111111111","0.000008"
326,"0.0011246744791666666","0.000008"
327,"0.0013612196180555554","0.000008"
328,"0.0008333333333333333","0.000008"
329,"0.0010628255208333334","0.000008"
330,"0.0007443576388888889","0.00000825"
331,"0.001015625","0.00000825"
332,"0.0010677083333333333","0.00000825"
333,"0.0007975260416666667","0.00000825"
334,"0.0011767578124999999","0.00000825"
335,"0.0012261284722222222","0.00000825"
336,"0.0012999131944444445","0.00000825"
337,"0.0009814453125000001","0.00000825"
338,"0.0009174262152777777","0.00000825"
339,"0.0009174262152777779","0.00000825"
340,"0.0011593967013888888","0.0000085"
341,"0.0010367838541666668","0.0000085"
342,"0.0009624565972222222","0.0000085"
343,"0.0011756727430555557","0.0000085"
344,"0.0011143663194444445","0.0000085"
345,"0.0012196180555555556","0.0000085"
346,"0.0009939236111111112","0.0000085"
347,"0.0008913845486111111","0.0000085"
348,"0.0019059244791666667","0.0000085"
349,"0.0011290147569444444","0.0000085"
350,"0.001047634548611111","0.00000875"
351,"0.0009651692708333333","0.00000875"
352,"0.0013585069444444445","0.00000875"
353,"0.001071506076388889","0.00000875"
354,"0.0008186848958333334","0.00000875"
355,"0.0015071614583333334","0.00000875"
356,"0.00146484375","0.00000875"
357,"0.0012141927083333332","0.00000875"
358,"0.001184353298611111","0.00000875"
359,"0.001142578125","0.00000875"
360,"0.00099609375","0.000009"
361,"0.0014214409722222222","0.000009"
362,"0.0010590277777777779","0.000009"
363,"0.0012288411458333333","0.000009"
364,"0.0009521484375","0.000009"
365,"0.0009261067708333334","0.000009"
366,"0.0012489149305555556","0.000009"
367,"0.0009857855902777777","0.000009"
368,"0.0011485460069444444","0.000009"
369,"0.0008512369791666666","0.000009"
370,"0.0013953993055555555","0.00000925"
371,"0.0009288194444444445","0.00000925"
372,"0.001394314236111111","0.00000925"
373,"0.0011832682291666669","0.00000925"
374,"0.0015641276041666666","0.00000925"
375,"0.0011404079861111111","0.00000925"
376,"0.0012944878472222223","0.00000925"
377,"0.0010796440972222223","0.00000925"
378,"0.0011442057291666666","0.00000925"
379,"0.0011962890625","0.00000925"
380,"0.0011800130208333333","0.0000095"
381,"0.0010796440972222223","0.0000095"
382,"0.0015673828125","0.0000095"
383,"0.001323784722222222","0.0000095"
384,"0.0011458333333333333","0.0000095"
385,"0.0014078776041666667","0.0000095"
386,"0.0011290147569444444","0.0000095"
387,"0.0010400390625","0.0000095"
388,"0.0013834635416666667","0.0000095"
389,"0.0014545355902777777","0.0000095"
390,"0.0013037109375","0.00000975"
391,"0.0012429470486111111","0.00000975"
392,"0.001994900173611111","0.00000975"
393,"0.0011794704861111112","0.00000975"
394,"0.0018006727430555556","0.00000975"
395,"0.0019742838541666665","0.00000975"
396,"0.0014078776041666669","0.00000975"
397,"0.0012559678819444445","0.00000975"
398,"0.0010498046875","0.00000975"
399,"0.0013585069444444445","0.00000975"
400,"0.00197265625","0.00001"
401,"0.0016677517361111112","0.00001"
402,"0.0013959418402777776","0.00001"
403,"0.0011420355902777778","0.00001"
404,"0.0014822048611111112","0.00001"
405,"0.0018668619791666666","0.00001"
406,"0.001969943576388889","0.00001"
407,"0.0017534722222222222","0.00001"
408,"0.0016672092013888889","0.00001"
409,"0.001172417534722222","0.00001"
410,"0.0012809244791666668","0.00001025"
411,"0.0014556206597222223","0.00001025"
412,"0.0014127604166666665","0.00001025"
413,"0.0012299262152777777","0.00001025"
414,"0.0019091796875","0.00001025"
415,"0.0017968749999999999","0.00001025"
416,"0.0015809461805555555","0.00001025"
417,"0.0011897786458333333","0.00001025"
418,"0.0020469835069444444","0.00001025"
419,"0.0013102213541666666","0.00001025"
420,"0.0011333550347222222","0.0000105"
421,"0.0013747829861111111","0.0000105"
422,"0.0012934027777777779","0.0000105"
423,"0.0011794704861111112","0.0000105"
424,"0.002305230034722222","0.0000105"
425,"0.002080078125","0.0000105"
426,"0.0024994574652777777","0.0000105"
427,"0.0029014756944444444","0.0000105"
428,"0.002542317708333333","0.0000105"
429,"0.0017306857638888888","0.0000105"
430,"0.0033615451388888887","0.00001075"
431,"0.0028249782986111112","0.00001075"
432,"0.0018299696180555556","0.00001075"
433,"0.004447157118055556","0.00001075"
434,"0.0058924696180555555","0.00001075"
435,"0.0027056206597222223","0.00001075"
436,"0.0029654947916666666","0.00001075"
437,"0.0013362630208333334","0.00001075"
438,"0.0025200737847222224","0.00001075"
439,"0.002778862847222222","0.00001075"
440,"0.00287109375","0.000011"
441,"0.0030957031250000004","0.000011"
442,"0.0035340711805555555","0.000011"
443,"0.0023828125","0.000011"
444,"0.0014713541666666666","0.000011"
445,"0.0014724392361111112","0.000011"
446,"0.002064887152777778","0.000011"
447,"0.0019249131944444444","0.000011"
448,"0.001975368923611111","0.000011"
449,"0.0016145833333333333","0.000011"
450,"0.001467556423611111","0.00001125"
451,"0.0014849175347222223","0.00001125"
452,"0.0017730034722222223","0.00001125"
453,"0.003271484375","0.00001125"
454,"0.0032047526041666663","0.00001125"
455,"0.0032671440972222225","0.00001125"
456,"0.002959526909722222","0.00001125"
457,"0.0034098307291666663","0.00001125"
458,"0.003424479166666667","0.00001125"
459,"0.0027522786458333334","0.00001125"
460,"0.0026578776041666667","0.0000115"
461,"0.0027012803819444443","0.0000115"
462,"0.002216796875","0.0000115"
463,"0.0020269097222222225","0.0000115"
464,"0.002649197048611111","0.0000115"
465,"0.0022265625000000002","0.0000115"
466,"0.0019449869791666667","0.0000115"
467,"0.002487521701388889","0.0000115"
468,"0.001823459201388889","0.0000115"
469,"0.0024229600694444446","0.0000115"
470,"0.0026318359375","0.00001175"
471,"0.0029969618055555557","0.00001175"
472,"0.0030523003472222223","0.00001175"
473,"0.003828125","0.00001175"
474,"0.0025113932291666668","0.00001175"
475,"0.0028190104166666667","0.00001175"
476,"0.003648003472222222","0.00001175"
477,"0.0035172526041666666","0.00001175"
478,"0.004638129340277778","0.00001175"
479,"0.004026692708333333","0.00001175"
480,"0.0037451171875","0.000012"
481,"0.004730902777777778","0.000012"
482,"0.0032926432291666666","0.000012"
483,"0.0038704427083333334","0.000012"
484,"0.002268337673611111","0.000012"
485,"0.002096896701388889","0.000012"
486,"0.0025743272569444444","0.000012"
487,"0.0028070746527777777","0.000012"
488,"0.003210720486111111","0.000012"
489,"0.0027577039930555556","0.000012"
490,"0.002937282986111111","0.00001225"
491,"0.0022639973958333334","0.00001225"
492,"0.002544487847222222","0.00001225"
493,"0.002399631076388889","0.00001225"
494,"0.0026350911458333333","0.00001225"
495,"0.002724609375","0.00001225"
496,"0.0024495442708333337","0.00001225"
497,"0.0028656684027777777","0.00001225"
498,"0.002707790798611111","0.00001225"
499,"0.002587348090277778","0.00001225"
500,"0.002367078993055555","0.0000125"
501,"0.0024066840277777776","0.0000125"
502,"0.0023274739583333333","0.0000125"
503,"0.0025081380208333334","0.0000125"
504,"0.0028949652777777776","0.0000125"
505,"0.002253146701388889","0.0000125"
506,"0.0033474392361111114","0.0000125"
507,"0.0029969618055555557","0.0000125"
508,"0.003568793402777778","0.0000125"
509,"0.004123806423611111","0.0000125"
510,"0.0032172309027777776","0.00001275"
511,"0.0029182942708333333","0.00001275"
512,"0.0027197265625","0.00001275"
513,"0.0032264539930555555","0.00001275"
514,"0.002053493923611111","0.00001275"
515,"0.0031770833333333334","0.00001275"
516,"0.0030029296875","0.00001275"
517,"0.0027826605902777778","0.00001275"
518,"0.002683919270833333","0.00001275"
519,"0.0031608072916666664","0.00001275"
520,"0.0024278428819444445","0.000013"
521,"0.0025808376736111112","0.000013"
522,"0.0028938802083333334","0.000013"
523,"0.0030577256944444445","0.000013"
524,"0.0028222656249999997","0.000013"
525,"0.002675238715277778","0.000013"
526,"0.0025640190972222223","0.000013"
527,"0.0028846571180555555","0.000013"
528,"0.0031000434027777775","0.000013"
529,"0.0030018446180555556","0.000013"
530,"0.0022992621527777777","0.00001325"
531,"0.0026622178819444443","0.00001325"
532,"0.0020155164930555558","0.00001325"
533,"0.0024376085069444447","0.00001325"
534,"0.002626410590277778","0.00001325"
535,"0.002309027777777778","0.00001325"
536,"0.0020713975694444447","0.00001325"
537,"0.0021793619791666665","0.00001325"
538,"0.002282986111111111","0.00001325"
539,"0.0023708767361111114","0.00001325"
540,"0.0023518880208333332","0.0000135"
541,"0.0028032769097222224","0.0000135"
542,"0.002195095486111111","0.0000135"
543,"0.002096896701388889","0.0000135"
544,"0.0025086805555555557","0.0000135"
545,"0.002629665798611111","0.0000135"
546,"0.0024837239583333334","0.0000135"
547,"0.0023323567708333336","0.0000135"
548,"0.0023849826388888887","0.0000135"
549,"0.0019270833333333334","0.0000135"
550,"0.0020345052083333335","0.00001375"
551,"0.0023616536458333334","0.00001375"
552,"0.0024842664930555553","0.00001375"
553,"0.0027772352430555556","0.00001375"
554,"0.002616644965277778","0.00001375"
555,"0.002770182291666667","0.00001375"
556,"0.0025716145833333333","0.00001375"
557,"0.0026746961805555556","0.00001375"
558,"0.002856987847222222","0.00001375"
559,"0.002773980034722222","0.00001375"
560,"0.0022569444444444447","0.000014"
561,"0.002313910590277778","0.000014"
562,"0.0029481336805555554","0.000014"
563,"0.0023952907986111113","0.000014"
564,"0.0029736328125","0.000014"
565,"0.0022932942708333336","0.000014"
566,"0.0022569444444444442","0.000014"
567,"0.002897677951388889","0.000014"
568,"0.002282986111111111","0.000014"
569,"0.0033002387152777776","0.000014"
570,"0.0022319878472222224","0.00001425"
571,"0.002292209201388889","0.00001425"
572,"0.0023421223958333334","0.00001425"
573,"0.00259765625","0.00001425"
574,"0.0026182725694444443","0.00001425"
575,"0.0038682725694444446","0.00001425"
576,"0.0034505208333333332","0.00001425"
577,"0.00400390625","0.00001425"
578,"0.003439670138888889","0.00001425"
579,"0.0036962890625","0.00001425"
580,"0.0033447265625","0.0000145"
581,"0.0034526909722222224","0.0000145"
582,"0.00283203125","0.0000145"
583,"0.0033382161458333334","0.0000145"
584,"0.003228081597222222","0.0000145"
585,"0.004075520833333334","0.0000145"
586,"0.003047417534722222","0.0000145"
587,"0.0034998914930555554","0.0000145"
588,"0.004069010416666667","0.0000145"
589,"0.0038476562500000004","0.0000145"
590,"0.0028797743055555556","0.00001475"
591,"0.0030126953125","0.00001475"
592,"0.0030859375","0.00001475"
593,"0.0034261067708333333","0.00001475"
594,"0.0030560980902777776","0.00001475"
595,"0.003362087673611111","0.00001475"
596,"0.0028982204861111114","0.00001475"
597,"0.0028445095486111112","0.00001475"
598,"0.002949761284722222","0.00001475"
599,"0.0036029730902777776","0.00001475"
600,"0.003463541666666667","0.000015"
601,"0.0035731336805555555","0.000015"
602,"0.0029546440972222222","0.000015"
603,"0.0028238932291666666","0.000015"
604,"0.0031103515625","0.000015"
605,"0.0030240885416666667","0.000015"
606,"0.0034608289930555558","0.000015"
607,"0.0027848307291666666","0.000015"
608,"0.003399522569444444","0.000015"
609,"0.0028955078125","0.000015"
610,"0.0030783420138888887","0.00001525"
611,"0.002892795138888889","0.00001525"
612,"0.0033203125000000003","0.00001525"
613,"0.0025640190972222223","0.00001525"
614,"0.0032356770833333335","0.00001525"
615,"0.0030908203125","0.00001525"
616,"0.0031445312499999998","0.00001525"
617,"0.003938259548611111","0.00001525"
618,"0.0032682291666666667","0.00001525"
619,"0.0026622178819444443","0.00001525"
620,"0.0030512152777777777","0.0000155"
621,"0.002817925347222222","0.0000155"
622,"0.002994249131944444","0.0000155"
623,"0.0029041883680555555","0.0000155"
624,"0.0034000651041666665","0.0000155"
625,"0.0028591579861111114","0.0000155"
626,"0.0018315972222222223","0.0000155"
627,"0.0028108723958333334","0.0000155"
628,"0.0031526692708333335","0.0000155"
629,"0.002939995659722222","0.0000155"
630,"0.0017838541666666667","0.00001575"
631,"0.00158203125","0.00001575"
632,"0.0016406250000000002","0.00001575"
633,"0.001933051215277778","0.00001575"
634,"0.0029709201388888893","0.00001575"
635,"0.003223198784722222","0.00001575"
636,"0.0031070963541666666","0.00001575"
637,"0.0031770833333333334","0.00001575"
638,"0.0026898871527777776","0.00001575"
639,"0.0027593315972222225","0.00001575"
640,"0.0032996961805555553","0.000016"
641,"0.002785915798611111","0.000016"
642,"0.0026719835069444445","0.000016"
643,"0.0026551649305555556","0.000016"
644,"0.0025770399305555555","0.000016"
645,"0.0022341579861111112","0.000016"
646,"0.002375217013888889","0.000016"
647,"0.002884114583333333","0.000016"
648,"0.0027674696180555554","0.000016"
649,"0.002775607638888889","0.000016"
650,"0.002626410590277778","0.00001625"
651,"0.0023057725694444445","0.00001625"
652,"0.0027148437500000002","0.00001625"
653,"0.002726236979166667","0.00001625"
654,"0.002975260416666667","0.00001625"
655,"0.0027815755208333336","0.00001625"
656,"0.002531467013888889","0.00001625"
657,"0.003132052951388889","0.00001625"
658,"0.002545030381944444","0.00001625"
659,"0.002605794270833333","0.00001625"
660,"0.0024083116319444445","0.0000165"
661,"0.002558051215277778","0.0000165"
662,"0.0029861111111111113","0.0000165"
663,"0.0028982204861111114","0.0000165"
664,"0.003325737847222222","0.0000165"
665,"0.0027647569444444447","0.0000165"
666,"0.0027549913194444445","0.0000165"
667,"0.003175455729166667","0.0000165"
668,"0.0038964843749999998","0.0000165"
669,"0.003189019097222222","0.0000165"
670,"0.0031266276041666667","0.00001675"
671,"0.0032980685763888892","0.00001675"
672,"0.0033344184027777777","0.00001675"
673,"0.0027587890625","0.00001675"
674,"0.003310546875","0.00001675"
675,"0.0028157552083333333","0.00001675"
676,"0.003147786458333333","0.00001675"
677,"0.0032953559027777777","0.00001675"
678,"0.0030078125","0.00001675"
679,"0.0033430989583333333","0.00001675"
680,"0.0030712890625","0.000017"
681,"0.003325737847222222","0.000017"
682,"0.003919270833333334","0.000017"
683,"0.0037966579861111113","0.000017"
684,"0.0037749565972222225","0.000017"
685,"0.0035004340277777777","0.000017"
686,"0.0037217881944444442","0.000017"
687,"0.0029106987847222223","0.000017"
688,"0.0033837890625","0.000017"
689,"0.0030870225694444443","0.000017"
690,"0.003502604166666667","0.00001725"
691,"0.0031917317708333335","0.00001725"
692,"0.0036089409722222226","0.00001725"
693,"0.003844943576388889","0.00001725"
694,"0.0033506944444444443","0.00001725"
695,"0.003740234375","0.00001725"
696,"0.003976779513888889","0.00001725"
697,"0.004087456597222223","0.00001725"
698,"0.004525282118055555","0.00001725"
699,"0.0037955729166666667","0.00001725"
700,"0.004016927083333333","0.0000175"
701,"0.003726128472222222","0.0000175"
702,"0.003939887152777778","0.0000175"
703,"0.003459201388888889","0.0000175"
704,"0.0035758463541666666","0.0000175"
705,"0.0037120225694444444","0.0000175"
706,"0.004198133680555555","0.0000175"
707,"0.0030403645833333333","0.0000175"
708,"0.0038715277777777776","0.0000175"
709,"0.0031575520833333334","0.0000175"
710,"0.0038481987847222223","0.00001775"
711,"0.004325086805555556","0.00001775"
712,"0.0036794704861111112","0.00001775"
713,"0.0035709635416666663","0.00001775"
714,"0.003923611111111111","0.00001775"
715,"0.003583984375","0.00001775"
716,"0.004288736979166667","0.00001775"
717,"0.0033322482638888885","0.00001775"
718,"0.004148220486111111","0.00001775"
719,"0.0040630425347222224","0.00001775"
720,"0.003272026909722222","0.000018"
721,"0.0031559244791666665","0.000018"
722,"0.003516167534722222","0.000018"
723,"0.0034798177083333335","0.000018"
724,"0.00322265625","0.000018"
725,"0.003524848090277778","0.000018"
726,"0.003241644965277778","0.000018"
727,"0.003555230034722222","0.000018"
