"index: Ascending","Average scoreMe","Average writeError"
0,0,0
1,0,0
2,0,0
3,0,0
4,0,0
5,0,0
6,0,0
7,0,0
8,0,0
9,0,0
10,"0.0016145833333333333","2.5e-7"
11,"0.0011555989583333333","2.5e-7"
12,"0.0013926866319444444","2.5e-7"
13,"0.0014572482638888888","2.5e-7"
14,"0.0011599392361111112","2.5e-7"
15,"0.0013319227430555556","2.5e-7"
16,"0.001193576388888889","2.5e-7"
17,"0.0008181423611111111","2.5e-7"
18,"0.0007600911458333333","2.5e-7"
19,"0.0013015407986111112","2.5e-7"
20,"0.0017144097222222222","5e-7"
21,"0.004577365451388889","5e-7"
22,"0.0055143229166666665","5e-7"
23,"0.0033968098958333335","5e-7"
24,"0.0032335069444444442","5e-7"
25,"0.0028889973958333335","5e-7"
26,"0.0031597222222222226","5e-7"
27,"0.003713650173611111","5e-7"
28,"0.0030555555555555553","5e-7"
29,"0.0030593532986111114","5e-7"
30,"0.006588541666666666","7.5e-7"
31,"0.006618381076388889","7.5e-7"
32,"0.006427408854166666","7.5e-7"
33,"0.006455620659722223","7.5e-7"
34,"0.007448459201388889","7.5e-7"
35,"0.005866970486111111","7.5e-7"
36,"0.006309678819444444","7.5e-7"
37,"0.0027799479166666667","7.5e-7"
38,"0.003023003472222222","7.5e-7"
39,"0.0030034722222222225","7.5e-7"
40,"0.004154188368055556","0.000001"
41,"0.003408745659722222","0.000001"
42,"0.0038189019097222224","0.000001"
43,"0.003381618923611111","0.000001"
44,"0.0038780381944444444","0.000001"
45,"0.0036192491319444447","0.000001"
46,"0.0035970052083333336","0.000001"
47,"0.0036246744791666665","0.000001"
48,"0.0035796440972222223","0.000001"
49,"0.003656684027777778","0.000001"
50,"0.00427734375","0.00000125"
51,"0.004479709201388888","0.00000125"
52,"0.004916449652777778","0.00000125"
53,"0.004705946180555556","0.00000125"
54,"0.004737955729166667","0.00000125"
55,"0.0041021050347222225","0.00000125"
56,"0.005064019097222223","0.00000125"
57,"0.004358181423611111","0.00000125"
58,"0.004972873263888889","0.00000125"
59,"0.004607747395833334","0.00000125"
60,"0.005211588541666667","0.0000015"
61,"0.005623372395833333","0.0000015"
62,"0.005803493923611111","0.0000015"
63,"0.004889322916666666","0.0000015"
64,"0.0055940755208333335","0.0000015"
65,"0.005927191840277778","0.0000015"
66,"0.006274414062500001","0.0000015"
67,"0.005480685763888889","0.0000015"
68,"0.005582682291666667","0.0000015"
69,"0.005972764756944445","0.0000015"
70,"0.005830620659722222","0.00000175"
71,"0.0060416666666666665","0.00000175"
72,"0.005647243923611111","0.00000175"
73,"0.005196397569444445","0.00000175"
74,"0.005149739583333333","0.00000175"
75,"0.0052294921875","0.00000175"
76,"0.005374348958333333","0.00000175"
77,"0.004959309895833333","0.00000175"
78,"0.005289713541666667","0.00000175"
79,"0.005404730902777778","0.00000175"
80,"0.006451822916666667","0.000002"
81,"0.005934244791666666","0.000002"
82,"0.006454535590277778","0.000002"
83,"0.00560546875","0.000002"
84,"0.006346571180555555","0.000002"
85,"0.005821397569444444","0.000002"
86,"0.006226128472222222","0.000002"
87,"0.0066807725694444445","0.000002"
88,"0.006693793402777778","0.000002"
89,"0.0069677734375","0.000002"
90,"0.006907009548611111","0.00000225"
91,"0.006349283854166667","0.00000225"
92,"0.0068451605902777775","0.00000225"
93,"0.0075960286458333325","0.00000225"
94,"0.0075341796875","0.00000225"
95,"0.007989366319444444","0.00000225"
96,"0.007934027777777778","0.00000225"
97,"0.007574327256944444","0.00000225"
98,"0.0071674262152777776","0.00000225"
99,"0.008902994791666667","0.00000225"
100,"0.008803168402777778","0.0000025"
101,"0.009414605034722221","0.0000025"
102,"0.008702799479166667","0.0000025"
103,"0.009930013020833333","0.0000025"
104,"0.0089111328125","0.0000025"
105,"0.008084309895833332","0.0000025"
106,"0.008462456597222223","0.0000025"
107,"0.008187391493055557","0.0000025"
108,"0.008516710069444444","0.0000025"
109,"0.009405381944444444","0.0000025"
110,"0.009412434895833334","0.00000275"
111,"0.008925238715277778","0.00000275"
112,"0.009052734375","0.00000275"
113,"0.008401692708333333","0.00000275"
114,"0.0081689453125","0.00000275"
115,"0.008213433159722222","0.00000275"
116,"0.008494466145833334","0.00000275"
117,"0.008631727430555555","0.00000275"
118,"0.008824327256944445","0.00000275"
119,"0.007762586805555555","0.00000275"
120,"0.008370225694444445","0.000003"
121,"0.007737630208333333","0.000003"
122,"0.007910698784722222","0.000003"
123,"0.0087060546875","0.000003"
124,"0.007719184027777777","0.000003"
125,"0.008574761284722222","0.000003"
126,"0.008452690972222222","0.000003"
127,"0.008439127604166667","0.000003"
128,"0.008954535590277778","0.000003"
129,"0.007791883680555556","0.000003"
130,"0.009517686631944446","0.00000325"
131,"0.008608940972222222","0.00000325"
132,"0.009052734375","0.00000325"
133,"0.008868272569444445","0.00000325"
134,"0.009252387152777777","0.00000325"
135,"0.008543836805555555","0.00000325"
136,"0.009239366319444445","0.00000325"
137,"0.009715711805555555","0.00000325"
138,"0.007624782986111111","0.00000325"
139,"0.008269856770833334","0.00000325"
140,"0.009160156249999999","0.0000035"
141,"0.009663628472222222","0.0000035"
142,"0.009595269097222222","0.0000035"
143,"0.008771158854166666","0.0000035"
144,"0.010056966145833332","0.0000035"
145,"0.008939887152777777","0.0000035"
146,"0.009861653645833333","0.0000035"
147,"0.009818793402777777","0.0000035"
148,"0.009471571180555555","0.0000035"
149,"0.009505208333333334","0.0000035"
150,"0.009290907118055556","0.00000375"
151,"0.009336480034722223","0.00000375"
152,"0.009542100694444444","0.00000375"
153,"0.009625651041666666","0.00000375"
154,"0.00928005642361111","0.00000375"
155,"0.009133572048611111","0.00000375"
156,"0.009828559027777777","0.00000375"
157,"0.010734592013888888","0.00000375"
158,"0.010021158854166667","0.00000375"
159,"0.011050347222222222","0.00000375"
160,"0.01245876736111111","0.000004"
161,"0.010955946180555556","0.000004"
162,"0.011679144965277777","0.000004"
163,"0.018112521701388887","0.000004"
164,"0.011276041666666667","0.000004"
165,"0.010996636284722222","0.000004"
166,"0.011851128472222222","0.000004"
167,"0.012001953125","0.000004"
168,"0.012032877604166665","0.000004"
169,"0.012218967013888889","0.000004"
170,"0.013092990451388889","0.00000425"
171,"0.012116970486111111","0.00000425"
172,"0.012756618923611112","0.00000425"
173,"0.01234646267361111","0.00000425"
174,"0.012370876736111112","0.00000425"
175,"0.010997721354166667","0.00000425"
176,"0.012134331597222221","0.00000425"
177,"0.013000759548611112","0.00000425"
178,"0.011584201388888889","0.00000425"
179,"0.011944986979166666","0.00000425"
180,"0.012789171006944444","0.0000045"
181,"0.013521592881944444","0.0000045"
182,"0.012279188368055555","0.0000045"
183,"0.012743055555555556","0.0000045"
184,"0.012823893229166668","0.0000045"
185,"0.012307942708333333","0.0000045"
186,"0.01267795138888889","0.0000045"
