"frame: Ascending","Average scoreMe","Average target"
1,0,"0.08"
2,0,"0.08"
3,0,"0.08"
4,0,"0.08"
5,0,"0.08"
6,"0.006440972222222222","0.08"
7,"0.005347222222222222","0.08"
8,"0.005451388888888889","0.08"
9,"0.005763888888888889","0.08"
10,"0.003142361111111111","0.08"
11,"0.02470486111111111","0.08"
12,"0.025451388888888888","0.08"
13,"0.022864583333333334","0.08"
14,"0.0246875","0.08"
15,"0.0246875","0.08"
16,"0.033368055555555554","0.08"
17,"0.03315972222222222","0.08"
18,"0.031006944444444445","0.08"
19,"0.03253472222222222","0.08"
20,"0.0346875","0.08"
21,"0.03229166666666667","0.08"
22,"0.03246527777777778","0.08"
23,"0.02699652777777778","0.08"
24,"0.03079861111111111","0.08"
25,"0.028541666666666667","0.08"
26,"0.036822916666666664","0.08"
27,"0.03815972222222222","0.08"
28,"0.03696180555555555","0.08"
29,"0.03795138888888889","0.08"
30,"0.035347222222222224","0.08"
31,"0.03809027777777778","0.08"
32,"0.04015625","0.08"
33,"0.03765625","0.08"
34,"0.03984375","0.08"
35,"0.03621527777777778","0.08"
36,"0.039045138888888886","0.08"
37,"0.04121527777777778","0.08"
38,"0.039913194444444446","0.08"
39,"0.04064236111111111","0.08"
40,"0.04175347222222222","0.08"
41,"0.04357638888888889","0.08"
42,"0.04026041666666667","0.08"
43,"0.04402777777777778","0.08"
44,"0.04416666666666667","0.08"
45,"0.038697916666666665","0.08"
46,"0.03786458333333333","0.08"
47,"0.041180555555555554","0.08"
48,"0.04116319444444445","0.08"
49,"0.04107638888888889","0.08"
50,"0.039288194444444445","0.08"
51,"0.041875","0.08"
52,"0.04296875","0.08"
53,"0.042847222222222224","0.08"
54,"0.042118055555555554","0.08"
55,"0.04545138888888889","0.08"
56,"0.04958333333333333","0.08"
57,"0.04177083333333333","0.08"
58,"0.04369791666666667","0.08"
59,"0.045208333333333336","0.08"
60,"0.04461805555555556","0.08"
61,"0.047170138888888886","0.08"
62,"0.0503125","0.08"
63,"0.04819444444444444","0.08"
64,"0.050347222222222224","0.08"
65,"0.050659722222222224","0.08"
66,"0.052118055555555556","0.08"
67,"0.05329861111111111","0.08"
68,"0.055434027777777777","0.08"
69,"0.05458333333333333","0.08"
70,"0.05814236111111111","0.08"
71,"0.06145833333333333","0.08"
72,"0.06390625","0.08"
73,"0.06574652777777777","0.08"
74,"0.06524305555555555","0.08"
75,"0.06604166666666667","0.08"
76,"0.06282986111111111","0.08"
77,"0.07046875","0.08"
78,"0.07045138888888888","0.08"
79,"0.07050347222222222","0.08"
80,"0.0690625","0.08"
81,"0.07279513888888889","0.08"
82,"0.07536458333333333","0.08"
83,"0.071875","0.08"
84,"0.07097222222222223","0.08"
85,"0.06699652777777777","0.08"
86,"0.06338541666666667","0.08"
87,"0.0746875","0.08"
88,"0.07588541666666666","0.08"
89,"0.0696875","0.08"
90,"0.06835069444444444","0.08"
91,"0.07508680555555555","0.08"
92,"0.07277777777777777","0.08"
93,"0.07352430555555556","0.08"
94,"0.07368055555555555","0.08"
95,"0.08972222222222222","0.08"
96,"0.06338541666666667","0.08"
97,"0.06078125","0.08"
98,"0.05649305555555555","0.08"
99,"0.05329861111111111","0.08"
100,"0.05579861111111111","0.08"
101,"0.05319444444444445","0.08"
102,"0.05642361111111111","0.08"
103,"0.05642361111111111","0.08"
104,"0.055503472222222225","0.08"
105,"0.05331597222222222","0.08"
106,"0.05234375","0.08"
107,"0.051458333333333335","0.08"
108,"0.05588541666666667","0.08"
109,"0.053524305555555554","0.08"
110,"0.05274305555555556","0.08"
111,"0.05949652777777778","0.08"
112,"0.06100694444444445","0.08"
113,"0.054809027777777776","0.08"
114,"0.05755208333333333","0.08"
115,"0.05960069444444444","0.08"
116,"0.058506944444444445","0.08"
117,"0.054392361111111114","0.08"
118,"0.06107638888888889","0.08"
119,"0.0553125","0.08"
120,"0.061163194444444444","0.08"
121,"0.06345486111111111","0.08"
122,"0.06163194444444445","0.08"
123,"0.06060763888888889","0.08"
124,"0.05758680555555556","0.08"
125,"0.06076388888888889","0.08"
126,"0.060034722222222225","0.08"
127,"0.06375","0.08"
128,"0.06067708333333333","0.08"
129,"0.05921875","0.08"
130,"0.06013888888888889","0.08"
131,"0.06232638888888889","0.08"
132,"0.06487847222222222","0.08"
133,"0.06015625","0.08"
134,"0.062378472222222224","0.08"
135,"0.06402777777777778","0.08"
136,"0.06657986111111111","0.08"
137,"0.06418402777777778","0.08"
138,"0.06296875","0.08"
139,"0.06411458333333334","0.08"
140,"0.06975694444444444","0.08"
141,"0.06439236111111112","0.08"
142,"0.06944444444444445","0.08"
143,"0.06821180555555556","0.08"
144,"0.07088541666666667","0.08"
145,"0.06979166666666667","0.08"
146,"0.06817708333333333","0.08"
147,"0.0679513888888889","0.08"
148,"0.06600694444444444","0.08"
149,"0.06649305555555556","0.08"
150,"0.06881944444444445","0.08"
151,"0.07196180555555555","0.08"
152,"0.07241319444444444","0.08"
153,"0.0696875","0.08"
154,"0.06979166666666667","0.08"
155,"0.06852430555555555","0.08"
156,"0.07026041666666667","0.08"
157,"0.06883680555555556","0.08"
158,"0.06986111111111111","0.08"
159,"0.07017361111111112","0.08"
160,"0.07020833333333333","0.08"
161,"0.06779513888888888","0.08"
162,"0.07208333333333333","0.08"
163,"0.06963541666666667","0.08"
164,"0.06986111111111111","0.08"
165,"0.06694444444444445","0.08"
166,"0.07144097222222222","0.08"
167,"0.07302083333333333","0.08"
168,"0.07194444444444445","0.08"
169,"0.07119791666666667","0.08"
170,"0.07439236111111111","0.08"
171,"0.0728125","0.08"
172,"0.07064236111111111","0.08"
173,"0.07482638888888889","0.08"
174,"0.07461805555555556","0.08"
175,"0.07680555555555556","0.08"
176,"0.07423611111111111","0.08"
177,"0.07545138888888889","0.08"
178,"0.0720486111111111","0.08"
179,"0.07284722222222222","0.08"
180,"0.07395833333333333","0.08"
181,"0.07600694444444445","0.08"
182,"0.0784375","0.08"
183,"0.0757638888888889","0.08"
184,"0.07675347222222222","0.08"
185,"0.0751388888888889","0.08"
186,"0.07175347222222223","0.08"
187,"0.07300347222222223","0.08"
188,"0.07357638888888889","0.08"
189,"0.07467013888888889","0.08"
190,"0.07498263888888888","0.08"
191,"0.07295138888888889","0.08"
192,"0.07260416666666666","0.08"
193,"0.0804861111111111","0.08"
194,"0.07543402777777777","0.08"
195,"0.0720486111111111","0.08"
196,"0.07958333333333334","0.08"
197,"0.08444444444444445","0.08"
198,"0.07876736111111111","0.08"
199,"0.08085069444444444","0.08"
200,"0.08166666666666667","0.08"
201,"0.08154513888888888","0.08"
202,"0.08088541666666667","0.08"
203,"0.07940972222222223","0.08"
204,"0.0745138888888889","0.08"
205,"0.07770833333333334","0.08"
206,"0.07835069444444444","0.08"
207,"0.07736111111111112","0.08"
208,"0.07413194444444444","0.08"
209,"0.07789930555555556","0.08"
210,"0.07501736111111111","0.08"
211,"0.07529513888888889","0.08"
212,"0.07418402777777777","0.08"
213,"0.075","0.08"
214,"0.0739236111111111","0.08"
215,"0.07102430555555556","0.08"
216,"0.07050347222222222","0.08"
217,"0.06963541666666667","0.08"
218,"0.06888888888888889","0.08"
219,"0.07125","0.08"
220,"0.06878472222222222","0.08"
221,"0.06817708333333333","0.08"
222,"0.070625","0.08"
223,"0.07052083333333334","0.08"
224,"0.06901041666666667","0.08"
225,"0.06791666666666667","0.08"
226,"0.0659375","0.08"
227,"0.06711805555555556","0.08"
228,"0.061961805555555555","0.08"
229,"0.05713541666666667","0.08"
230,"0.060711805555555554","0.08"
231,"0.048854166666666664","0.08"
232,"0.051215277777777776","0.08"
233,"0.05164930555555555","0.08"
234,"0.07241319444444444","0.08"
235,"0.050104166666666665","0.08"
236,"0.05440972222222222","0.08"
237,"0.05595486111111111","0.08"
238,"0.05314236111111111","0.08"
239,"0.05538194444444444","0.08"
240,"0.05210069444444444","0.08"
241,"0.054375","0.08"
242,"0.05420138888888889","0.08"
243,"0.05399305555555556","0.08"
244,"0.05524305555555555","0.08"
245,"0.05319444444444445","0.08"
246,"0.05416666666666667","0.08"
247,"0.051527777777777777","0.08"
248,"0.05727430555555556","0.08"
249,"0.055260416666666666","0.08"
250,"0.05255208333333333","0.08"
251,"0.05564236111111111","0.08"
252,"0.055677083333333335","0.08"
253,"0.05248263888888889","0.08"
254,"0.055225694444444445","0.08"
255,"0.05814236111111111","0.08"
256,"0.058576388888888886","0.08"
257,"0.055711805555555556","0.08"
258,"0.054010416666666665","0.08"
259,"0.05237847222222222","0.08"
260,"0.05524305555555555","0.08"
261,"0.05545138888888889","0.08"
262,"0.05395833333333333","0.08"
263,"0.05253472222222222","0.08"
264,"0.055677083333333335","0.08"
265,"0.05345486111111111","0.08"
266,"0.05395833333333333","0.08"
267,"0.05399305555555556","0.08"
268,"0.05645833333333333","0.08"
269,"0.055121527777777776","0.08"
270,"0.05664930555555556","0.08"
271,"0.05904513888888889","0.08"
272,"0.05644097222222222","0.08"
273,"0.057881944444444444","0.08"
274,"0.05869791666666667","0.08"
275,"0.06184027777777778","0.08"
276,"0.06036458333333333","0.08"
277,"0.06041666666666667","0.08"
278,"0.06145833333333333","0.08"
279,"0.061197916666666664","0.08"
280,"0.06286458333333333","0.08"
281,"0.061197916666666664","0.08"
282,"0.05932291666666667","0.08"
283,"0.06739583333333334","0.08"
284,"0.06425347222222222","0.08"
285,"0.06232638888888889","0.08"
286,"0.07038194444444444","0.08"
287,"0.06828125","0.08"
288,"0.0646701388888889","0.08"
289,"0.06439236111111112","0.08"
290,"0.06659722222222222","0.08"
291,"0.06475694444444445","0.08"
292,"0.06972222222222223","0.08"
293,"0.07203125","0.08"
294,"0.06760416666666667","0.08"
295,"0.07130208333333334","0.08"
296,"0.06805555555555555","0.08"
297,"0.06911458333333333","0.08"
298,"0.07272569444444445","0.08"
299,"0.07032986111111111","0.08"
300,"0.07203125","0.08"
301,"0.06850694444444444","0.08"
302,"0.07321180555555555","0.08"
303,"0.07255208333333334","0.08"
304,"0.09619791666666666","0.08"
305,"0.07227430555555556","0.08"
306,"0.076875","0.08"
307,"0.07753472222222223","0.08"
308,"0.07734375","0.08"
309,"0.07784722222222222","0.08"
310,"0.07732638888888889","0.08"
311,"0.1","0.08"
312,"0.097","0.08"
313,"0.08131944444444444","0.08"
314,"0.08288194444444444","0.08"
315,"0.08182291666666666","0.08"
316,"0.08293402777777778","0.08"
317,"0.08303819444444445","0.08"
318,"0.08131944444444444","0.08"
319,"0.0775","0.08"
320,"0.08184027777777778","0.08"
321,"0.08916666666666667","0.08"
322,"0.07425347222222223","0.08"
323,"0.08131944444444444","0.08"
324,"0.08579861111111112","0.08"
325,"0.08802083333333334","0.08"
326,"0.07440972222222222","0.08"
327,"0.07366319444444444","0.08"
328,"0.08081597222222223","0.08"
329,"0.07536458333333333","0.08"
330,"0.07965277777777778","0.08"
331,"0.07850694444444445","0.08"
332,"0.0763888888888889","0.08"
333,"0.07807291666666667","0.08"
334,"0.0765625","0.08"
335,"0.07614583333333333","0.08"
336,"0.0771875","0.08"
337,"0.07807291666666667","0.08"
338,"0.07314236111111111","0.08"
339,"0.07489583333333333","0.08"
340,"0.07217013888888889","0.08"
341,"0.07430555555555556","0.08"
342,"0.07760416666666667","0.08"
343,"0.07256944444444445","0.08"
344,"0.07892361111111111","0.08"
345,"0.07317708333333334","0.08"
346,"0.06585069444444444","0.08"
347,"0.07378472222222222","0.08"
348,"0.07065972222222222","0.08"
349,"0.06809027777777778","0.08"
